"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Lsp1",2.06755385359685e-70,0.305334749978177,0.462,0.192,3.87707698626482e-66,"0","Lsp1"
"Runx1",4.22806770161944e-70,0.426758165785567,0.43,0.183,7.92847255407677e-66,"0","Runx1"
"Cyp51",8.8459725057792e-70,0.437951853705161,0.368,0.143,1.65879676428372e-65,"0","Cyp51"
"Sec14l1",1.76876796659882e-69,0.423153578470637,0.337,0.124,3.31679369096611e-65,"0","Sec14l1"
"Smpdl3a",1.77638898903475e-69,0.415644968022551,0.481,0.214,3.33108463223797e-65,"0","Smpdl3a"
"Idi1",4.96178251636806e-69,0.560213535405601,0.365,0.146,9.30433457469338e-65,"0","Idi1"
"Herpud1",8.3134242032687e-69,0.547372809842015,0.641,0.365,1.55893330659695e-64,"0","Herpud1"
"Tspan6",4.47662100054195e-68,0.399528970901627,0.285,0.095,8.39455970021627e-64,"0","Tspan6"
"Slc44a2",4.7339660251192e-68,0.435310548806881,0.314,0.113,8.87713309030352e-64,"0","Slc44a2"
"Csrp1",6.08218476115294e-68,0.409577284544373,0.82,0.542,1.1405312864114e-63,"0","Csrp1"
"Xist",6.12888928809643e-68,0.392829268160202,0.948,0.762,1.14928931930384e-63,"0","Xist"
"H2-Q7",7.98339107577348e-68,0.531420110625555,0.363,0.144,1.49704549452904e-63,"0","H2-Q7"
"Kdm6b",8.06490296488666e-68,0.548295390576488,0.803,0.551,1.51233060397555e-63,"0","Kdm6b"
"Gstm5",6.12499686224206e-67,0.29057035760037,0.658,0.373,1.14855941160763e-62,"0","Gstm5"
"Gas5",7.57308468693068e-67,0.487506549713583,0.849,0.649,1.42010484049324e-62,"0","Gas5"
"Ankrd54",1.2681669872607e-66,0.379328756898107,0.282,0.096,2.37806673451126e-62,"0","Ankrd54"
"mt-Nd5",3.62610195957077e-66,0.445292152837816,0.703,0.444,6.79966639458711e-62,"0","mt-Nd5"
"Nrbf2",4.40474448647037e-66,0.475912591840678,0.335,0.131,8.25977686102924e-62,"0","Nrbf2"
"Nab2",1.33251265429346e-65,0.443421698967556,0.462,0.211,2.4987277293311e-61,"0","Nab2"
"Irf2bpl",1.46220179488917e-65,0.52268509615925,0.446,0.203,2.74192080577618e-61,"0","Irf2bpl"
"P4ha2",4.4043032507332e-65,0.435449702203016,0.32,0.119,8.25894945577491e-61,"0","P4ha2"
"Thra",4.94917231205049e-65,0.476728017570545,0.506,0.252,9.28068791955709e-61,"0","Thra"
"Zmiz1",4.99021722933481e-65,0.417838145541732,0.341,0.133,9.35765534844863e-61,"0","Zmiz1"
"Dstn",5.42010715579965e-65,0.523129723495156,0.909,0.723,1.01637849385555e-60,"0","Dstn"
"Gm14636",5.61394321984653e-65,0.604998658164105,0.37,0.155,1.05272663258562e-60,"0","Gm14636"
"Nedd9",1.17572379718125e-64,0.485217540034405,0.463,0.214,2.20471726447428e-60,"0","Nedd9"
"Msmo1",3.08656936377714e-64,0.419702016979335,0.425,0.197,5.7879348709549e-60,"0","Msmo1"
"Ppp1r15a",9.79729715952907e-64,0.674733612886142,0.716,0.509,1.83718916335489e-59,"0","Ppp1r15a"
"Cd24a",1.81641810229639e-63,0.61745719142329,0.522,0.271,3.40614722542619e-59,"0","Cd24a"
"Ldha",1.8268822502329e-63,0.492564544009162,0.956,0.815,3.42576959563673e-59,"0","Ldha"
"Slc41a1",2.83785223122158e-63,0.488062630666213,0.395,0.17,5.3215405039867e-59,"0","Slc41a1"
"Micall1",3.21697405689291e-63,0.407490646790285,0.301,0.111,6.03246975148558e-59,"0","Micall1"
"Shb",5.5257370166167e-63,0.407195393056434,0.295,0.105,1.03618620535596e-58,"0","Shb"
"Nfkbiz",7.16590106197218e-63,0.451745163658918,0.728,0.46,1.34374976714102e-58,"0","Nfkbiz"
"Cxxc5",8.42415640653013e-63,0.353867710062089,0.285,0.097,1.57969780935253e-58,"0","Cxxc5"
"Cars",1.43739937839235e-62,0.450941889450571,0.362,0.152,2.69541131436133e-58,"0","Cars"
"Fdft1",1.58691256106411e-62,0.429119068176036,0.297,0.108,2.97577843450741e-58,"0","Fdft1"
"Ccdc80",1.60172019789046e-62,0.304993182315586,0.644,0.319,3.00354571508419e-58,"0","Ccdc80"
"Ptgs2",1.32261002665701e-61,0.645721626616759,0.256,0.084,2.48015832198722e-57,"0","Ptgs2"
"Egr3",1.49777499791416e-61,0.565391504799274,0.43,0.206,2.80862767608863e-57,"0","Egr3"
"Rnf14",4.48071745805911e-60,0.354387857895658,0.305,0.115,8.40224137735244e-56,"0","Rnf14"
"Plekhf1",5.72416841143835e-60,0.435011378870641,0.453,0.21,1.07339606051292e-55,"0","Plekhf1"
"Wdr1",6.37754376896588e-60,0.448640905687821,0.658,0.407,1.19591700755648e-55,"0","Wdr1"
"Ell2",3.24732558411327e-59,0.411632196555757,0.427,0.197,6.0893849353292e-55,"0","Ell2"
"Ppp1r18",4.4265344869153e-59,0.41113537913555,0.433,0.204,8.30063746986358e-55,"0","Ppp1r18"
"Snhg12",5.8149531572005e-59,0.434695551801359,0.382,0.171,1.09042001603824e-54,"0","Snhg12"
"Rpl22l1",9.6555820562548e-59,0.405855044096373,0.895,0.733,1.8106147471889e-54,"0","Rpl22l1"
"Hmgcr",1.06217913854779e-58,0.388102486830199,0.267,0.094,1.99179832060481e-54,"0","Hmgcr"
"Ptges",8.34790829873367e-58,0.695576572694655,0.513,0.281,1.56539976417854e-53,"0","Ptges"
"Actg1",1.57184372540118e-57,0.353260946971012,1,0.967,2.9475213538723e-53,"0","Actg1"
"Creb3l2",2.71292686138112e-57,0.350869672776968,0.271,0.096,5.08728045046188e-53,"0","Creb3l2"
"Krcc1",1.06443301674762e-56,0.404756813703054,0.478,0.249,1.99602479300513e-52,"0","Krcc1"
"Cxcl1",1.31050503681977e-56,0.255441181260248,0.822,0.544,2.45745904504444e-52,"0","Cxcl1"
"Fhl2",3.67634305703118e-56,0.460524658328497,0.333,0.135,6.89387850054487e-52,"0","Fhl2"
"Fxyd1",4.05175224019888e-56,0.333240090407261,0.647,0.349,7.59784580082093e-52,"0","Fxyd1"
"Sec11c",4.98576221355923e-56,0.359386030338379,0.485,0.247,9.34930130286626e-52,"0","Sec11c"
"Il11ra1",1.71596862568907e-55,0.346668446651416,0.708,0.396,3.21778436689214e-51,"0","Il11ra1"
"Klf13",5.56702798376829e-55,0.503212555190377,0.744,0.55,1.04392908751623e-50,"0","Klf13"
"Emp3",1.74715645748783e-54,0.420764417465538,0.882,0.573,3.27626778908118e-50,"0","Emp3"
"Socs1",2.41042226136739e-54,0.562340571146209,0.425,0.21,4.52002382451613e-50,"0","Socs1"
"Snhg1",5.33440227718829e-54,0.407992000723478,0.544,0.306,1.00030711501835e-49,"0","Snhg1"
"Hspb1",1.0357139381414e-53,0.528453898198875,0.754,0.49,1.94217077680275e-49,"0","Hspb1"
"Siah2",1.12495381758643e-53,0.406035190552339,0.438,0.216,2.10951339873807e-49,"0","Siah2"
"Cebpg",1.15499654966046e-53,0.439021476026195,0.611,0.378,2.16584952992329e-49,"0","Cebpg"
"Elovl1",1.20963876665396e-53,0.580132377227346,0.5,0.277,2.2683146152295e-49,"0","Elovl1"
"S1pr2",1.24466870774148e-53,0.379991355247265,0.27,0.1,2.33400276075683e-49,"0","S1pr2"
"Mxra8",3.15885530280924e-53,0.443351542708861,0.549,0.292,5.92348546382789e-49,"0","Mxra8"
"Prrx2",5.76939705337738e-53,0.367134308406757,0.481,0.232,1.08187733544933e-48,"0","Prrx2"
"Ldlr",1.96713143763522e-52,0.43027168872297,0.339,0.147,3.68876487185356e-48,"0","Ldlr"
"Cuedc1",1.33865068402139e-51,0.374879407386872,0.348,0.153,2.51023776267692e-47,"0","Cuedc1"
"Vasn",1.47612114089096e-51,0.367288169827324,0.481,0.241,2.76802236339873e-47,"0","Vasn"
"Hmgcs1",2.5532749068417e-51,0.481239162784414,0.454,0.245,4.78790110530956e-47,"0","Hmgcs1"
"Kdelr3",4.41013503577297e-51,0.355638061016515,0.314,0.128,8.26988521908147e-47,"0","Kdelr3"
"Plec",1.51653987666552e-50,0.414589949249949,0.592,0.361,2.84381557672317e-46,"0","Plec"
"Arf4",1.86485858110481e-50,0.319161915623362,0.872,0.654,3.49698281128775e-46,"0","Arf4"
"Mthfd2",2.16938766794643e-50,0.395677201683925,0.261,0.098,4.06803575493315e-46,"0","Mthfd2"
"Fndc3b",6.91266951736676e-50,0.311213714600904,0.295,0.117,1.29626378789661e-45,"0","Fndc3b"
"Col5a2",9.86409958391963e-50,0.268245747902601,0.609,0.315,1.84971595397661e-45,"0","Col5a2"
"Fam180a",1.25494959528556e-49,0.76336688396828,0.327,0.144,2.35328148107948e-45,"0","Fam180a"
"Mrps6",1.78170374377195e-49,0.352711418309088,0.363,0.167,3.34105086032115e-45,"0","Mrps6"
"Dlgap4",3.23220762712091e-49,0.429711345612297,0.525,0.305,6.06103574237713e-45,"0","Dlgap4"
"Bcor",4.61421818017876e-49,0.355169961053664,0.276,0.108,8.65258193147121e-45,"0","Bcor"
"Fgfr1",6.54102167641125e-49,0.27329633520061,0.6,0.327,1.22657238476064e-44,"0","Fgfr1"
"Sema4b",9.62686787855126e-49,0.406980356151005,0.273,0.109,1.80523026458593e-44,"0","Sema4b"
"Sqle",1.61216944318859e-48,0.438821284222445,0.32,0.14,3.02314013986725e-44,"0","Sqle"
"Sar1a",3.04725323983756e-48,0.369088455794222,0.735,0.527,5.71420927534339e-44,"0","Sar1a"
"Fbn1",7.27012732282642e-47,0.326716636668128,0.403,0.193,1.36329427557641e-42,"0","Fbn1"
"Gadd45g",1.06140545830983e-46,0.547754002470155,0.6,0.368,1.9903475154226e-42,"0","Gadd45g"
"Zfp36",1.59084734080175e-46,0.677862555054679,0.828,0.645,2.98315693347145e-42,"0","Zfp36"
"Sdcbp",2.25698327737907e-46,0.304013600117057,0.77,0.537,4.23229504174123e-42,"0","Sdcbp"
"Snhg5",5.74082975205281e-46,0.351943045791577,0.316,0.139,1.07652039510494e-41,"0","Snhg5"
"Selenok",1.35512347117739e-45,0.287695738224632,0.958,0.845,2.54112753315184e-41,"0","Selenok"
"Stn1",3.32658435516282e-45,0.349064116607694,0.253,0.099,6.23801098280132e-41,"0","Stn1"
"Atp2b1",3.60893904240524e-45,0.347040905209554,0.652,0.428,6.76748249231831e-41,"0","Atp2b1"
"Sra1",4.43896941950299e-45,0.389523932520162,0.548,0.345,8.32395545545201e-41,"0","Sra1"
"Rrad",1.36178004506891e-44,0.438819859402824,0.357,0.165,2.55360994051321e-40,"0","Rrad"
"Gem",1.78374237751726e-44,0.348059556131909,0.724,0.454,3.34487370632036e-40,"0","Gem"
"Klf3",2.22905803132656e-44,0.492964279089273,0.461,0.26,4.17992962034356e-40,"0","Klf3"
"Snai1",5.45375307150768e-44,0.438059193301686,0.285,0.118,1.02268777596912e-39,"0","Snai1"
"H1f0",8.16712313337907e-44,0.566574515512042,0.448,0.251,1.53149892997124e-39,"0","H1f0"
"Sec22b",2.00205229724412e-43,0.347969164209028,0.422,0.228,3.75424846779217e-39,"0","Sec22b"
"Xbp1",1.73056891775395e-42,0.394678850532708,0.603,0.397,3.2451628345722e-38,"0","Xbp1"
"Denr",2.08805081473751e-42,0.475796123386711,0.475,0.277,3.91551288779578e-38,"0","Denr"
"Ccser2",3.43800102451912e-42,0.323634596783867,0.371,0.183,6.44693952117826e-38,"0","Ccser2"
"Nfyb",3.59174973688649e-42,0.405013970716567,0.362,0.18,6.73524910660954e-38,"0","Nfyb"
"Mt2",4.00970362576311e-42,0.571650179582157,0.873,0.76,7.51899623903098e-38,"0","Mt2"
"Cdc42ep4",4.85714691865003e-42,0.309276665458957,0.384,0.189,9.10812190185253e-38,"0","Cdc42ep4"
"Plin2",1.02168801862056e-41,0.34496786422933,0.337,0.16,1.91586937251727e-37,"0","Plin2"
"Nfic",1.84259433772762e-41,0.328015051023462,0.428,0.227,3.45523290210684e-37,"0","Nfic"
"Lrp1",4.29931709866059e-41,0.268349171397725,0.548,0.297,8.06207942340833e-37,"0","Lrp1"
"Nfib",4.47849338040586e-41,0.324634799572124,0.487,0.278,8.39807078693707e-37,"0","Nfib"
"Fosl1",1.67363181448261e-40,0.374181704550453,0.716,0.475,3.13839437851778e-36,"0","Fosl1"
"Smim14",1.69783800332706e-40,0.327711864290908,0.695,0.492,3.18378582383891e-36,"0","Smim14"
"Scarf2",2.02594538826718e-40,0.334337095062019,0.362,0.177,3.79905279207861e-36,"0","Scarf2"
"Gabpb1",3.69150597306625e-40,0.279271779481906,0.254,0.104,6.92231200069383e-36,"0","Gabpb1"
"Brd2",6.40022640778991e-40,0.42220169813526,0.678,0.486,1.20017045598876e-35,"0","Brd2"
"Fkbp10",9.0663952660423e-40,0.31047714231312,0.376,0.186,1.70013044028825e-35,"0","Fkbp10"
"Fkbp9",9.25995924096322e-40,0.302834756289138,0.575,0.346,1.73642755686542e-35,"0","Fkbp9"
"Creb5",1.25643398300497e-39,0.316410804400898,0.273,0.117,2.35606500493091e-35,"0","Creb5"
"Mrpl17",1.59945781999175e-39,0.346755650944914,0.522,0.329,2.99930330404853e-35,"0","Mrpl17"
"Timp1",1.81412037033122e-39,0.333001379805915,0.608,0.362,3.40183851844509e-35,"0","Timp1"
"Camk2g",2.52527409842133e-39,0.355312702628427,0.263,0.113,4.73539398935968e-35,"0","Camk2g"
"mt-Nd2",1.41720902795491e-38,0.277054855469584,0.915,0.773,2.65755036922105e-34,"0","mt-Nd2"
"Emb",1.80566341624155e-38,0.292072714752275,0.495,0.277,3.38598003813616e-34,"0","Emb"
"Maff",2.32926063393392e-38,0.26442578777288,0.851,0.641,4.36782954075288e-34,"0","Maff"
"Schip1",4.69171925938605e-38,0.318409037824549,0.322,0.154,8.79791195520072e-34,"0","Schip1"
"Rnf19b",5.61116831023901e-38,0.398003720023514,0.594,0.39,1.05220628153602e-33,"0","Rnf19b"
"Dtx3",1.1786302054087e-37,0.278556320193827,0.325,0.155,2.2101673611824e-33,"0","Dtx3"
"Cmtm7",2.25236107402135e-37,0.276186427937723,0.341,0.166,4.22362748600484e-33,"0","Cmtm7"
"Mpzl1",7.0507706529653e-37,0.287129346311173,0.322,0.155,1.32216051284405e-32,"0","Mpzl1"
"Srsf3",7.48066067268038e-37,0.253280828303173,0.901,0.696,1.40277348934102e-32,"0","Srsf3"
"Nfix",1.06311428569127e-36,0.301884329315563,0.592,0.384,1.99355190852827e-32,"0","Nfix"
"Coq10b",2.18874630405258e-36,0.458351415499998,0.708,0.538,4.10433706935939e-32,"0","Coq10b"
"Adipor1",2.64281123598138e-36,0.288191784873414,0.627,0.43,4.95579962971229e-32,"0","Adipor1"
"Hes1",4.31105948086069e-36,0.467405889457294,0.485,0.283,8.08409873850996e-32,"0","Hes1"
"Bex3",4.67795108941472e-36,0.269677942429825,0.422,0.233,8.77209388287048e-32,"0","Bex3"
"Cebpb",6.36446156520645e-36,0.324492327785932,0.959,0.869,1.19346383270751e-31,"0","Cebpb"
"Vezf1",1.01441755181623e-35,0.329218456969089,0.373,0.201,1.9022357931658e-31,"0","Vezf1"
"Arcn1",2.2670924076746e-35,0.286069841852132,0.387,0.214,4.2512516828714e-31,"0","Arcn1"
"Hspg2",2.4562663531063e-35,0.328499297268253,0.363,0.19,4.60599066534494e-31,"0","Hspg2"
"Pink1",2.74456053094567e-35,0.329475685909555,0.514,0.325,5.14659990762932e-31,"0","Pink1"
"Fam3c",2.75535943906955e-35,0.287057229905068,0.301,0.144,5.16685002014321e-31,"0","Fam3c"
"Crtap",2.86826486386932e-35,0.304822044728183,0.394,0.215,5.37857027272776e-31,"0","Crtap"
"Morf4l2",2.21896239856605e-34,0.281170867878762,0.777,0.605,4.16099828979106e-30,"0","Morf4l2"
"Kmt5a",5.61332436341916e-34,0.307064473045848,0.295,0.146,1.05261058462836e-29,"0","Kmt5a"
"Sqstm1",8.88745678111851e-34,0.473086455180683,0.815,0.651,1.66657589559534e-29,"0","Sqstm1"
"Noct",1.05365073271274e-33,0.310134624219645,0.592,0.396,1.97580585398293e-29,"0","Noct"
"Snhg18",1.06284139291406e-33,0.276512824402958,0.3,0.143,1.99304017999245e-29,"0","Snhg18"
"Ccdc85b",1.44426899213007e-33,0.380204748946681,0.423,0.241,2.70829321404231e-29,"0","Ccdc85b"
"Maged1",3.02433021192071e-33,0.315889280629311,0.51,0.316,5.67122401339371e-29,"0","Maged1"
"Iqgap1",5.63623866715328e-33,0.284681400541641,0.567,0.377,1.05690747486458e-28,"0","Iqgap1"
"Eif1a",5.63860980256796e-33,0.272717534239395,0.782,0.589,1.05735211017754e-28,"0","Eif1a"
"Morf4l1",7.80496835391934e-33,0.274225146217701,0.841,0.676,1.46358766572695e-28,"0","Morf4l1"
"Nfkb1",7.8837332452285e-33,0.265739072186313,0.778,0.572,1.47835765814525e-28,"0","Nfkb1"
"Ralb",3.66344389954342e-32,0.284126389207678,0.363,0.196,6.86969000042383e-28,"0","Ralb"
"Elf2",3.87382603285356e-32,0.301574854203373,0.354,0.196,7.264198576807e-28,"0","Elf2"
"Ivns1abp",4.01031067080099e-32,0.338973455596209,0.463,0.293,7.52013456988601e-28,"0","Ivns1abp"
"Tfe3",5.81744692771297e-32,0.307013964367944,0.263,0.126,1.09088764788474e-27,"0","Tfe3"
"Smim19",8.32201463006292e-32,0.284651239626055,0.334,0.179,1.5605441834294e-27,"0","Smim19"
"Zfp703",1.61092105431594e-31,0.378223717147754,0.416,0.25,3.02079916105324e-27,"0","Zfp703"
"Ankrd28",2.87300230594791e-31,0.266276668610677,0.275,0.13,5.38745392411352e-27,"0","Ankrd28"
"Mcrip1",4.31252752113914e-31,0.280414176047369,0.497,0.319,8.08685160764012e-27,"0","Mcrip1"
"Mafg",7.66323852715988e-31,0.324575611135969,0.552,0.38,1.43701048861302e-26,"0","Mafg"
"Eva1b",1.92047516531447e-30,0.324998887143507,0.505,0.314,3.60127502999769e-26,"0","Eva1b"
"Map3k8",2.11772555712856e-30,0.329320460609127,0.408,0.243,3.97115896472748e-26,"0","Map3k8"
"Tmem263",2.46364118079481e-30,0.267617055509776,0.251,0.118,4.61981994222644e-26,"0","Tmem263"
"Ube2d3",1.54632247510572e-29,0.252411118741653,0.959,0.853,2.89966390531824e-25,"0","Ube2d3"
"1700025G04Rik",3.4066938143272e-29,0.284345491641556,0.341,0.189,6.38823224062637e-25,"0","1700025G04Rik"
"Trip6",5.96053296765894e-29,0.262184723527669,0.4,0.235,1.1177191420954e-24,"0","Trip6"
"Bcl3",1.10655745837804e-28,0.292629581200846,0.529,0.346,2.07501654595051e-24,"0","Bcl3"
"Tmx1",2.11189387879047e-28,0.279823061727391,0.368,0.213,3.96022340150789e-24,"0","Tmx1"
"Wsb1",2.31793095710196e-28,0.359721691034926,0.61,0.455,4.3465841307576e-24,"0","Wsb1"
"Hivep2",2.80490662124783e-28,0.290656754587606,0.333,0.185,5.25976089616393e-24,"0","Hivep2"
"Tm2d1",3.59963759559842e-28,0.254015438617071,0.399,0.24,6.75004041926615e-24,"0","Tm2d1"
"Rexo2",7.38116694939652e-28,0.256521830277926,0.559,0.394,1.38411642635084e-23,"0","Rexo2"
"Clk1",8.58376890034243e-28,0.324082449421097,0.541,0.381,1.60962834419221e-23,"0","Clk1"
"Borcs6",1.56042307808265e-27,0.262505343570194,0.299,0.159,2.92610535602058e-23,"0","Borcs6"
"Clcf1",2.28033308111144e-27,0.278625268501915,0.265,0.131,4.27608059370017e-23,"0","Clcf1"
"Eri3",3.60231833482626e-27,0.252324057311451,0.308,0.166,6.7550673414662e-23,"0","Eri3"
"Pkd2",4.19313741806797e-27,0.250011729807678,0.38,0.218,7.86297128636106e-23,"0","Pkd2"
"Stx11",6.39193664843079e-27,0.302690660766336,0.497,0.333,1.19861596031374e-22,"0","Stx11"
"Sav1",7.51217764722655e-27,0.251936376503532,0.251,0.124,1.40868355240792e-22,"0","Sav1"
"Mbnl2",9.03871850538394e-27,0.269260101119956,0.562,0.399,1.6949404941296e-22,"0","Mbnl2"
"Fdps",1.05043113893566e-26,0.369934861891964,0.449,0.289,1.96976847173214e-22,"0","Fdps"
"Ube2e3",2.47341828856667e-26,0.26220581827924,0.562,0.393,4.63815397472022e-22,"0","Ube2e3"
"Rsrc2",3.0017024603831e-26,0.274288729538386,0.589,0.421,5.62879245371038e-22,"0","Rsrc2"
"Ubc",9.42676834633292e-26,0.341208501204991,0.685,0.516,1.76770760030435e-21,"0","Ubc"
"Hnrnpdl",1.68138958094772e-25,0.27707614704454,0.49,0.335,3.15294174219316e-21,"0","Hnrnpdl"
"Igsf3",2.91912111216435e-25,0.306160368648291,0.404,0.256,5.4739359095306e-21,"0","Igsf3"
"Rhob",3.39765407826317e-25,0.383146449158147,0.47,0.314,6.3712809275591e-21,"0","Rhob"
"H2-Q4",4.91642943573959e-25,0.369682292921212,0.38,0.233,9.21928847789888e-21,"0","H2-Q4"
"Fam43a",6.17329497114103e-25,0.386687889727589,0.297,0.164,1.15761627298837e-20,"0","Fam43a"
"Zfp36l1",9.61485170220537e-25,0.294340185492491,0.789,0.643,1.80297699119755e-20,"0","Zfp36l1"
"Ugp2",2.52725263060457e-24,0.259680500936685,0.37,0.227,4.7391041329097e-20,"0","Ugp2"
"Birc3",3.29998503338392e-24,0.349303487687024,0.408,0.257,6.18813193460152e-20,"0","Birc3"
"Rassf1",3.48457578794905e-24,0.293217190270797,0.509,0.353,6.53427651756206e-20,"0","Rassf1"
"Bcl10",4.78165790011968e-24,0.253055058698565,0.713,0.554,8.96656489430443e-20,"0","Bcl10"
"Fos",5.45001052637187e-24,0.344852042175011,0.684,0.513,1.02198597390525e-19,"0","Fos"
"Aopep",6.07553029892396e-24,0.25953322910762,0.559,0.39,1.13928344165422e-19,"0","Aopep"
"Efna1",9.40518919806404e-24,0.256245754610096,0.311,0.175,1.76366107842097e-19,"0","Efna1"
"Spred1",1.16399787721807e-23,0.263676025347435,0.313,0.179,2.18272881935933e-19,"0","Spred1"
"Eif5",1.347338192543e-23,0.255065584339932,0.865,0.735,2.52652857865664e-19,"0","Eif5"
"Ing2",6.89318055241298e-23,0.260161090961784,0.313,0.18,1.29260921718848e-18,"0","Ing2"
"Sh3pxd2a",2.10852489969738e-22,0.266139461486205,0.265,0.147,3.95390589191253e-18,"0","Sh3pxd2a"
"Mapk6",2.18258062671477e-22,0.253339563212775,0.392,0.249,4.09277519121554e-18,"0","Mapk6"
"Ywhah",3.07086566153266e-22,0.301477141679981,0.661,0.514,5.75848728850604e-18,"0","Ywhah"
"Tsc22d3",3.86434037935492e-22,0.270625505391009,0.443,0.291,7.24641107936634e-18,"0","Tsc22d3"
"Pdlim7",5.44874826045972e-22,0.282987439409678,0.382,0.241,1.02174927380141e-17,"0","Pdlim7"
"Fam214b",6.41643621397316e-22,0.25388042308243,0.256,0.14,1.20321011884425e-17,"0","Fam214b"
"Hcfc1r1",8.87160569262123e-22,0.257146884670128,0.506,0.363,1.66360349948033e-17,"0","Hcfc1r1"
"Ddx50",2.42067798255902e-20,0.25106136096402,0.538,0.406,4.53925535289468e-16,"0","Ddx50"
"Krt16",1.69683322592546e-19,0.412881574661613,0.271,0.154,3.18190166525543e-15,"0","Krt16"
"Midn",1.53018366520386e-17,0.256372354597538,0.444,0.319,2.86940040899029e-13,"0","Midn"
"Egr2",1.73361429306806e-17,0.260477085127402,0.311,0.193,3.25087352236122e-13,"0","Egr2"
"Alkbh5",6.32116958393897e-17,0.290511484956929,0.342,0.229,1.18534572038024e-12,"0","Alkbh5"
"Med21",3.84170218364952e-16,0.254090120355972,0.322,0.212,7.20395993477957e-12,"0","Med21"
"Zc3h12a",4.03869950504574e-13,0.250732054341295,0.351,0.25,7.57336931186177e-09,"0","Zc3h12a"
"Tpbg",3.62196942206388e-11,0.305069614255442,0.395,0.304,6.79191706025418e-07,"0","Tpbg"
"Btg2",2.25787080221195e-10,0.284572075993821,0.818,0.723,4.23395932830784e-06,"0","Btg2"
"Itpkc",6.13298684315345e-10,0.259045176119177,0.394,0.306,1.15005769282814e-05,"0","Itpkc"
"Irf1",1.01052373785233e-08,0.475169901217566,0.401,0.323,0.000189493411322069,"0","Irf1"
"Ppa1",1.35787610539947e-05,0.254788005127318,0.382,0.328,0.254628927284509,"0","Ppa1"
"Hspa5",0.000115176995604179,0.260370959668665,0.885,0.847,1,"0","Hspa5"
"Angptl7",0,3.50854857216527,0.961,0.065,0,"1","Angptl7"
"Cilp2",0,2.20358567871665,0.873,0.022,0,"1","Cilp2"
"Mgp1",0,2.06842773470249,0.949,0.211,0,"1","Mgp"
"Chad1",0,1.96794230855956,0.895,0.106,0,"1","Chad"
"Wfdc2",0,1.9102132248569,0.525,0.012,0,"1","Wfdc2"
"Thbs4",0,1.81649159378015,0.358,0.023,0,"1","Thbs4"
"Cdkn1c",0,1.80976137975295,0.888,0.217,0,"1","Cdkn1c"
"Cyp26a1",0,1.72171060292354,0.467,0.005,0,"1","Cyp26a1"
"Igfbp6",0,1.71942484006751,0.949,0.233,0,"1","Igfbp6"
"Stc2",0,1.7131242469195,0.562,0.025,0,"1","Stc2"
"Fmod1",0,1.70276229970587,0.796,0.128,0,"1","Fmod"
"Abi3bp1",0,1.67612694227497,0.952,0.26,0,"1","Abi3bp"
"Col8a11",0,1.67466259053855,0.953,0.212,0,"1","Col8a1"
"Ucma1",0,1.58985150796677,0.492,0.059,0,"1","Ucma"
"Myoc1",0,1.58042716183925,0.851,0.147,0,"1","Myoc"
"Fxyd6",0,1.57748120283978,0.936,0.191,0,"1","Fxyd6"
"Comp1",0,1.5743845535292,0.667,0.082,0,"1","Comp"
"Prelp1",0,1.56134313005687,0.923,0.222,0,"1","Prelp"
"Ptgis1",0,1.52316741456738,0.789,0.069,0,"1","Ptgis"
"Timp31",0,1.50228257806393,0.947,0.376,0,"1","Timp3"
"Bicc1",0,1.48909942267476,0.861,0.169,0,"1","Bicc1"
"Ccn21",0,1.45787696251079,0.624,0.064,0,"1","Ccn2"
"Il11ra11",0,1.43079213968682,0.946,0.384,0,"1","Il11ra1"
"Igfbp5",0,1.41019691970923,0.777,0.194,0,"1","Igfbp5"
"Itgbl1",0,1.36415815300906,0.824,0.168,0,"1","Itgbl1"
"Ptn",0,1.32715885482976,0.804,0.21,0,"1","Ptn"
